,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,hpl,year2,Good_seller
1826,2013,96000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5,59.294871794871796,4052169,0
1827,2005,123219,Petrol,Individual,Manual,Third Owner,18.9,1248,74.0,5,59.294871794871796,4020025,0
1828,2002,30000,Petrol,Individual,Manual,Third Owner,17.3,993,60.0,5,60.422960725075534,4008004,0
1829,2016,60000,Diesel,Individual,Manual,Third Owner,23.2,1248,73.94,5,59.24679487179487,4064256,0
1830,2005,90000,Petrol,Individual,Automatic,Second Owner,18.9,1248,74.0,5,59.294871794871796,4020025,0
1831,2014,65000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,59.294871794871796,4056196,0
1832,2016,65300,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5,68.50459482038428,4064256,0
1833,2018,40000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,68.36257309941521,4072324,0
1834,2012,60000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,5,61.53846153846154,4048144,0
1835,2012,70000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5,67.23446893787575,4048144,0
1836,2008,70000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,58.16582914572864,4032064,0
1837,2014,70000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5,62.5,4056196,0
1838,2019,10000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,67.18436873747495,4076361,0
1839,2014,56000,Diesel,Individual,Manual,First Owner,22.32,1582,126.3,5,79.83565107458912,4056196,0
1840,2017,30000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5,67.13391739674593,4068289,0
1841,2014,50000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5,68.50459482038428,4056196,0
1842,2010,120000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,48.60614724803431,4040100,0
1843,2018,40000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5,58.276553106212425,4072324,0
1844,2017,27500,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,68.38763575605681,4068289,0
1845,2017,75000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,59.294871794871796,4068289,0
1846,2018,5000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,67.06706706706707,4072324,0
1847,2010,50000,LPG,Individual,Manual,First Owner,26.2,998,58.2,5,58.31663326653307,4040100,0
1848,2015,70000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,59.294871794871796,4060225,0
1849,2004,110000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,67.23446893787575,4016016,0
1850,2013,95000,Diesel,Individual,Manual,First Owner,20.46,1461,83.8,5,57.35797399041752,4052169,0
1851,2015,34000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,67.81326781326781,4060225,0
1852,2015,25000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,68.50459482038428,4060225,0
1853,2019,120000,CNG,Individual,Manual,Second Owner,21.94,1196,61.7,5,51.5886287625418,4076361,0
1854,2014,31000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,5,49.16422287390029,4056196,0
1855,2018,70000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5,58.276553106212425,4072324,0
1856,2019,5000,Petrol,Individual,Automatic,First Owner,20.3,1086,68.0,5,62.615101289134444,4076361,0
1857,2012,120000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.1,5,49.19354838709677,4048144,0
1858,2013,67000,Diesel,Individual,Manual,Second Owner,20.4,1461,108.5,5,74.26420260095824,4052169,0
1859,2018,40000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,65.82109479305741,4072324,0
1860,2004,120000,Petrol,Individual,Manual,Second Owner,13.4,1794,125.0,5,69.67670011148272,4016016,0
1861,2018,7000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5,62.615101289134444,4072324,0
1862,2018,15000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,64.24965580541533,4072324,0
1863,2016,50000,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,5,64.0533778148457,4064256,0
1864,2016,30000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,7,55.07113354749885,4064256,0
1865,2012,120000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5,59.294871794871796,4048144,0
1866,2012,64000,Diesel,Individual,Manual,First Owner,16.52,1991,123.7,5,62.129583124058264,4048144,0
1867,2013,120000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5,59.24679487179487,4052169,0
1868,2012,85000,Diesel,Individual,Manual,First Owner,21.43,1364,87.2,5,63.92961876832845,4048144,0
1869,2009,59000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,58.16582914572864,4036081,0
1870,2012,70000,Diesel,Individual,Manual,First Owner,18.9,1248,0.0,5,0.0,4048144,0
1871,2011,120000,Diesel,Individual,Manual,Second Owner,18.9,1248,74.0,5,59.294871794871796,4044121,0
1872,2015,140000,Diesel,Individual,Manual,Second Owner,20.45,1461,83.8,5,57.35797399041752,4060225,0
1873,2015,40000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5,49.14956011730206,4060225,0
1874,2014,90000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5,65.82109479305741,4056196,0
1875,2014,117000,Diesel,Individual,Manual,Third Owner,15.1,2179,140.0,7,64.24965580541533,4056196,0
1876,2010,70000,Petrol,Individual,Manual,First Owner,16.0,995,63.0,5,63.316582914572855,4040100,0
1877,2015,60000,Diesel,Individual,Manual,Second Owner,13.49,2179,138.03,5,63.345571363010556,4060225,0
1878,2016,110000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,6,68.44741235392321,4064256,0
1879,2010,120000,Diesel,Individual,Manual,First Owner,17.0,1405,71.0,5,50.53380782918149,4040100,0
1880,2011,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,79.84829329962074,4044121,0
1881,2010,40000,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4,5,66.22185154295246,4040100,0
1882,2012,110000,Diesel,Individual,Manual,Second Owner,21.12,1248,88.8,5,71.15384615384615,4048144,0
1883,2011,92500,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5,67.23446893787575,4044121,0
1884,2017,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,59.42211055276381,4068289,0
1885,2016,35000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5,67.13391739674593,4064256,0
1886,2017,32000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5,67.18436873747495,4068289,0
1887,2013,90000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5,58.276553106212425,4052169,0
1888,2018,35000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5,68.3375104427736,4072324,0
1889,2017,32500,Diesel,Individual,Manual,Second Owner,28.4,1248,74.02,5,59.31089743589743,4068289,0
1890,2014,70000,Diesel,Individual,Manual,Third Owner,25.44,936,56.3,5,60.14957264957265,4056196,0
1891,2019,20000,Petrol,Individual,Automatic,First Owner,17.0,1591,121.3,5,76.24135763670648,4076361,0
1892,2015,100000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,59.294871794871796,4060225,0
1893,2015,64800,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,64.24965580541533,4060225,0
1894,2017,90000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,46.88546550569324,4068289,0
1895,2014,80000,Petrol,Individual,Manual,First Owner,19.1,1197,82.0,5,68.50459482038428,4056196,0
1896,2015,120000,Diesel,Individual,Manual,First Owner,22.7,1582,126.2,5,79.7724399494311,4060225,0
1897,2010,66444,LPG,Individual,Manual,First Owner,26.2,998,58.2,5,58.31663326653307,4040100,0
1898,2016,86000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,70.91346153846153,4064256,0
1899,2012,90000,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,5,58.04243668720054,4048144,0
1900,2012,153000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8,40.8981555733761,4048144,0
1901,2014,70000,Diesel,Individual,Manual,Second Owner,16.55,2498,105.0,6,42.03362690152122,4056196,0
1902,2015,60000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,5,62.5,4060225,0
1903,2015,50000,Petrol,Individual,Manual,First Owner,18.0,1198,86.7,5,72.37061769616027,4060225,0
1904,2015,20000,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,5,55.926544240400666,4060225,0
1905,2014,35000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5,68.72393661384487,4056196,0
1906,2017,20000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,68.38763575605681,4068289,0
1907,2013,70000,Diesel,Individual,Manual,First Owner,22.1,1248,76.9,5,61.618589743589745,4052169,0
1908,2018,53000,Diesel,Individual,Manual,First Owner,20.14,1498,88.0,5,58.74499332443257,4072324,0
1909,2018,60000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5,65.35380507343125,4072324,0
1910,2018,70000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,5,68.18637274549098,4072324,0
1911,2012,103000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,65.91478696741855,4048144,0
1912,2017,20000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,5,62.36930860033726,4068289,0
1913,2013,77000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5,59.294871794871796,4052169,0
1914,2003,167000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,67.23446893787575,4012009,0
1915,2016,77000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,63.560171919770774,4064256,0
1916,2011,120000,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,5,48.60614724803431,4044121,0
1917,2011,170000,CNG,Individual,Manual,First Owner,11.88,1086,62.1,5,57.182320441988956,4044121,0
1918,2012,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,79.84829329962074,4048144,0
1919,2007,40000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,5,62.311557788944725,4028049,0
1920,2007,50000,Diesel,Individual,Manual,First Owner,17.88,1396,52.8,5,37.82234957020057,4028049,0
1921,2015,125000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5,49.15689149560117,4060225,0
1922,2011,137000,CNG,Individual,Manual,First Owner,26.2,998,58.2,5,58.31663326653307,4044121,0
1923,2015,30000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,68.50459482038428,4060225,0
1924,2009,55000,Petrol,Individual,Manual,First Owner,14.6,1368,88.7,5,64.83918128654972,4036081,0
1925,2018,13000,Diesel,Individual,Manual,First Owner,17.0,2200,139.01,7,63.18636363636364,4072324,0
1926,2012,120000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,5,49.4269340974212,4048144,0
1927,2011,90000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5,66.22185154295246,4044121,0
1928,2011,50000,Petrol,Individual,Manual,Third Owner,17.92,1086,62.1,5,57.182320441988956,4044121,0
1929,2010,42000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5,49.4269340974212,4040100,0
1930,2016,17000,Petrol,Individual,Automatic,First Owner,23.1,998,67.04,5,67.17434869739479,4064256,0
1931,2018,40000,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8,5,68.3375104427736,4072324,0
1932,2009,137000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,5,49.8220640569395,4036081,0
1933,2018,20000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,66.70838548185232,4072324,0
1934,2020,70000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,5,68.38763575605681,4080400,0
1935,2011,48756,Petrol,Individual,Manual,Second Owner,15.5,1586,103.3,5,65.13240857503152,4044121,0
1936,2016,110000,Diesel,Individual,Manual,First Owner,24.4,1120,71.0,5,63.39285714285714,4064256,0
1937,2014,80322,Diesel,Dealer,Manual,First Owner,17.8,1399,67.0,5,47.89135096497498,4056196,0
1938,2015,35000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7,60.090135202804206,4060225,0
1939,2012,70000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,5,71.15384615384615,4048144,0
1940,2012,90000,Diesel,Individual,Manual,First Owner,18.9,1248,74.0,5,59.294871794871796,4048144,0
1941,2015,120000,Diesel,Individual,Manual,Second Owner,24.5,1498,98.6,7,65.82109479305741,4060225,0
1942,2015,60000,Diesel,Individual,Manual,First Owner,14.0,2179,138.1,7,63.377696190913255,4060225,0
1943,2010,97000,Diesel,Individual,Automatic,Second Owner,11.79,2179,120.0,8,55.07113354749885,4040100,0
1944,2011,100000,Diesel,Individual,Manual,Second Owner,13.0,2489,95.0,8,38.16793893129771,4044121,0
1945,2015,36000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,68.38763575605681,4060225,0
1946,2019,27000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5,63.53868194842408,4076361,0
1947,2020,15000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5,61.03678929765886,4080400,0
1948,2013,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,59.42211055276381,4052169,0
1949,2018,120000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,59.31089743589743,4072324,0
1950,2013,173000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,7,55.07113354749885,4052169,0
1951,2008,70000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,5,62.661141804788215,4032064,0
1952,2019,30000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,24.61355529131986,4076361,0
1953,2016,40000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,68.50459482038428,4064256,0
1954,2008,60000,Petrol,Individual,Manual,Second Owner,15.3,1596,99.6,5,62.40601503759398,4032064,0
1955,2011,110000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5,64.83103879849813,4044121,0
1956,2017,35000,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,7,66.3510560815732,4068289,0
1957,2017,35000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,69.42355889724311,4068289,0
1958,2016,20000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,67.18436873747495,4064256,0
1959,2016,54000,Diesel,Individual,Automatic,First Owner,16.0,1997,140.0,7,70.10515773660491,4064256,0
1960,2015,60000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,68.36257309941521,4060225,0
1961,2014,10300,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,59.42211055276381,4056196,0
1962,2015,50000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,5,79.7724399494311,4060225,0
1963,2019,3000,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,5,68.3375104427736,4076361,0
1964,2019,5000,Petrol,Individual,Manual,First Owner,18.78,999,75.0,5,75.07507507507508,4076361,0
1965,2006,145000,Petrol,Individual,Manual,First Owner,18.9,1248,74.0,5,59.294871794871796,4024036,0
1966,2018,13000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,69.42355889724311,4072324,0
1967,2015,30000,Petrol,Individual,Automatic,First Owner,15.63,1499,110.4,5,73.64909939959973,4060225,0
1968,2010,100000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,5,62.311557788944725,4040100,0
1969,2016,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,59.42211055276381,4064256,0
1970,2013,15000,Petrol,Individual,Manual,First Owner,0.0,1086,62.1,5,57.182320441988956,4052169,0
1971,2017,80000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5,63.560171919770774,4068289,0
1972,2017,50000,Diesel,Individual,Automatic,First Owner,18.49,1493,100.0,7,66.97923643670462,4068289,0
1973,2017,30000,CNG,Individual,Manual,First Owner,21.94,1196,61.7,5,51.5886287625418,4068289,0
1974,2012,110000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,62.661141804788215,4048144,0
1975,2013,30000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7,71.12179487179488,4052169,0
1976,2014,148000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7,71.15384615384615,4056196,0
1977,2016,35000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,66.97923643670462,4064256,0
1978,2005,110000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,67.23446893787575,4020025,0
1979,2012,95000,Diesel,Individual,Manual,Second Owner,19.4,1405,70.0,5,49.8220640569395,4048144,0
1980,2015,25000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,65.82109479305741,4060225,0
1981,2011,80000,CNG,Individual,Manual,First Owner,26.3,998,67.1,5,67.23446893787575,4044121,0
1982,2014,60000,Diesel,Individual,Manual,Second Owner,23.0,1248,88.7,5,71.07371794871794,4056196,0
1983,2013,100000,Petrol,Individual,Manual,First Owner,15.0,1598,105.0,5,65.70713391739675,4052169,0
1984,2017,120000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,59.294871794871796,4068289,0
1985,2012,105000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,59.21474358974359,4048144,0
1986,2016,120000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,70.91346153846153,4064256,0
1987,2012,60000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5,59.294871794871796,4048144,0
1988,2020,15000,Petrol,Individual,Manual,First Owner,23.26,1197,88.5,5,73.93483709273183,4080400,0
1989,2013,150000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5,71.67919799498746,4052169,0
1990,2018,93000,Diesel,Individual,Manual,First Owner,27.4,1498,98.63,5,65.8411214953271,4072324,0
1991,2017,42000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,62.661141804788215,4068289,0
1992,2008,80000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5,57.182320441988956,4032064,0
1993,2010,90000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,5,57.182320441988956,4040100,0
1994,2018,60000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,59.294871794871796,4072324,0
1995,2016,110000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,67.18436873747495,4064256,0
1996,2015,60000,CNG,Individual,Manual,Second Owner,23.7,1193,55.23,5,46.29505448449287,4060225,0
1997,2019,60000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5,70.91346153846153,4076361,0
1998,2013,170000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7,71.12179487179488,4052169,0
1999,2013,57000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,67.81326781326781,4052169,0
2000,2014,100000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,62.661141804788215,4056196,0
2001,2015,40000,Petrol,Individual,Manual,First Owner,17.01,1591,121.3,5,76.24135763670648,4060225,0
2002,2018,50000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5,58.276553106212425,4072324,0
2003,2014,90000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5,68.50459482038428,4056196,0
2004,2012,86000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,8,44.83586869495596,4048144,0
2005,2013,120000,Petrol,Individual,Manual,First Owner,14.09,1596,99.6,5,62.40601503759398,4052169,0
2006,2014,80000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,5,49.11743772241993,4056196,0
2007,2017,50000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,67.81326781326781,4068289,0
2008,2009,100000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,58.16582914572864,4036081,0
2009,2010,108957,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,7,63.331803579623674,4040100,0
2010,2015,65000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,24.61355529131986,4060225,0
2011,2015,110000,Diesel,Individual,Manual,Second Owner,14.02,2179,118.3,8,54.29095915557595,4060225,0
2012,2012,50000,Diesel,Individual,Manual,First Owner,12.2,2498,112.0,8,44.83586869495596,4048144,0
2013,2008,100000,Petrol,Individual,Manual,Third Owner,18.9,1061,67.0,5,63.14797360980208,4032064,0
2014,2008,80000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,46.482412060301506,4032064,0
2015,2008,80000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,58.16582914572864,4032064,0
2016,2015,120000,Diesel,Individual,Manual,Second Owner,19.1,1405,70.0,5,49.8220640569395,4060225,0
2017,2012,150000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,48.60614724803431,4048144,0
2018,2009,80000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,5,49.8220640569395,4036081,0
2019,2015,93000,Diesel,Individual,Manual,Second Owner,24.5,1498,98.6,7,65.82109479305741,4060225,0
2020,2015,134000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,59.294871794871796,4060225,0
